1900,13-14-2538,2013-10-03 00:00:00.000,Arjun Machine Tools,577150,3429,Pusher,2013-10-03 00:00:00.000,INR-7294.00,Needling & SLDF,D005,307303,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1901,13-14-2510,2013-10-01 00:00:00.000,Arjun Machine Tools,577150,3426,Small Pully,2013-09-27 00:00:00.000,INR-2084.00,Needling & SLDF,D005,309662,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1902,13-14-2513,2013-10-01 00:00:00.000,Arjun Machine Tools,577150,3428,Ceramic Thread Guide,2013-09-27 00:00:00.000,INR-2344.50,Weaving,D004,310383,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1903,13-14-2512,2013-10-01 00:00:00.000,Arjun Machine Tools,577150,3427,Picking Bowl,2013-09-27 00:00:00.000,INR-14067.00,Weaving,D004,309662,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1904,13-14-2520,2013-10-01 00:00:00.000,Jindal Trading Corporation,577176,3007,"MS Steel Tube 3""",2013-09-27 00:00:00.000,INR-57796.38,Packing,D016,305102,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1905,13-14-2519,2013-10-01 00:00:00.000,Jindal Trading Corporation,577176,3005,"MS Steel Tube 3""",2013-09-27 00:00:00.000,INR-57870.09,Packing,D016,305102,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1906,13-14-2530,2013-10-01 00:00:00.000,Hanuman Enterprises,168408,708,Hardware Material,2013-10-01 00:00:00.000,INR-13609.00,Finishing,D013,309667,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1907,13-14-2529,2013-10-01 00:00:00.000,Hanuman Enterprises,168408,707,Ear Plug,2013-10-01 00:00:00.000,INR-1407.00,Weaving,D004,310384,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1908,13-14-2553,2013-10-05 00:00:00.000,Hanuman Enterprises,168408,727,Old Dhoti,2013-10-05 00:00:00.000,INR-3000.00,Stores,D003,299208,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1909,13-14-2503,2013-10-01 00:00:00.000,Lyric Printers,621034,217,Raw Material Silip Book,2013-09-27 00:00:00.000,INR-2280.00,Weaving,D004,309669,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1910,13-14-2535,2013-10-01 00:00:00.000,Sanjay Traders,622539,740,Prill Liquid,2013-10-01 00:00:00.000,INR-1036.00,Personnel,D009,310949,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1911,13-14-2526,2013-10-01 00:00:00.000,Sanjay Traders,622539,739,Wheat,2013-10-01 00:00:00.000,INR-3960.00,Personnel,D009,310949,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1912,13-14-2558,2013-10-05 00:00:00.000,Arup Enterprises,99845,325,Mandral 0.7mm,2013-10-05 00:00:00.000,INR-37500.00,Needling & SLDF,D005,301294,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1913,13-14-2525,2013-10-01 00:00:00.000,Hanuman Enterprises,168408,4327,Namda,2013-10-01 00:00:00.000,INR-0.0,Finishing,D013,310943,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1914,13-14-2564,2013-10-07 00:00:00.000,P.D. Engineering Works,25913,166,Plat & Theraded Flange,2013-10-07 00:00:00.000,INR-13464.00,Engineering,D006,309104,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1915,13-14-2556,2013-10-05 00:00:00.000,P.D. Engineering Works,25913,165,Draw Box Bracket,2013-10-05 00:00:00.000,INR-19903.00,Engineering,D006,308106,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1916,13-14-2543,2013-10-04 00:00:00.000,Chawla Timbers,555399,138,Wooden Box,2013-10-04 00:00:00.000,INR-8275.56,EDP,D015,305101,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1917,13-14-2516,2013-10-01 00:00:00.000,Chawla Timbers,555399,134,Wooden Box,2013-09-27 00:00:00.000,INR-13564.76,Packing,D016,305101,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1918,13-14-2523,2013-10-01 00:00:00.000,Chawla Timbers,555399,137,Wooden Box,2013-10-01 00:00:00.000,INR-25608.19,Packing,D016,305101,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1919,13-14-2522,2013-10-01 00:00:00.000,Chawla Timbers,555399,136,Wooden Box,2013-10-01 00:00:00.000,INR-31688.26,Packing,D016,305101,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1920,13-14-2551,2013-10-05 00:00:00.000,Krishna Packers,621000,116,Wooden Box,2013-10-05 00:00:00.000,INR-9021.63,Packing,D016,305100,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1921,13-14-2507,2013-11-01 00:00:00.000,Krishna Packers,621000,112,Wooden  Box,2013-09-27 00:00:00.000,INR-18713.28,Packing,D016,305100,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1922,13-14-2527,2013-10-01 00:00:00.000,Krishna Packers,621000,114,Wooden Box,2013-10-01 00:00:00.000,INR-7129.36,EDP,D015,305100,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1923,13-14-2550,2013-10-05 00:00:00.000,Parveen Wood & Stone Traders,20166,210,Wooden Box,2013-10-05 00:00:00.000,INR-9161.26,Packing,D016,305110,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1924,13-14-2517,2013-10-01 00:00:00.000,Parveen Wood & Stone Traders,20166,199,Wooden Box,2013-09-27 00:00:00.000,INR-19894.00,Packing,D016,305110,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1925,13-14-2518,2013-10-01 00:00:00.000,Parveen Wood & Stone Traders,20166,200,Wooden Box,2013-09-27 00:00:00.000,INR-39787.72,Packing,D016,305110,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1926,13-14-2504,2013-10-01 00:00:00.000,Parveen Wood & Stone Traders,20166,196,Wooden Box,2013-09-27 00:00:00.000,INR-15756.00,Packing,D016,305110,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1927,13-14-2524,2013-10-01 00:00:00.000,Parveen Wood & Stone Traders,20166,201,Wooden Box,2013-10-01 00:00:00.000,INR-38764.48,EDP,D015,305110,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1928,13-14-2545,2013-10-04 00:00:00.000,Parveen Wood & Stone Traders,20166,209,Wooden Box,2013-10-04 00:00:00.000,INR-9291.51,Packing,D016,305110,Oct  8 2013 12:00AM,Purchase,1,2013-10-08 00:00:00.000,0x,0x,0x
1929,13-14-2565,2013-10-07 00:00:00.000,Abha Enterprises,553094,6239,Flow Control Valve,2013-10-07 00:00:00.000,INR-1771.00,Engineering,D006,313051,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1930,13-14-2568,2013-10-07 00:00:00.000,Jain Gas Agency,618370,2921,Oxygen Gas Cylender,2013-10-07 00:00:00.000,INR-2623.00,Engineering,D006,317035,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1931,13-14-2578,2013-10-08 00:00:00.000,Hanuman Enterprises,168408,733,O Ring All Size,2013-10-08 00:00:00.000,INR-3024.00,Engineering,D006,313052,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1932,13-14-2580,2013-10-08 00:00:00.000,Lyric Printers,621034,227,Store Register,2013-10-08 00:00:00.000,INR-700.00,Stores,D003,313061,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1933,13-14-2585,2013-10-08 00:00:00.000,Jain Gas Agency,618370,2924,Gas N-2,2013-10-08 00:00:00.000,INR-986.00,Engineering,D006,313057,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1934,13-14-2586,2013-10-08 00:00:00.000,Hanuman Enterprises,168408,741,Hex Bolt,2013-10-08 00:00:00.000,INR-1376.00,Engineering,D006,313052,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1935,13-14-2596,2013-10-10 00:00:00.000,Sanjay Traders,622539,741,Biscuits,2013-10-10 00:00:00.000,INR-2099.00,Accounts,D001,312141,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1936,13-14-2604,2013-10-11 00:00:00.000,Jindal Trading Corporation,577176,3037,Pipe Fitting Material,2013-10-11 00:00:00.000,INR-11951.15,Engineering,D006,313058,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1937,13-14-2610,2013-10-12 00:00:00.000,S.D. Traders,618530,4931,Push Cock,2013-10-12 00:00:00.000,INR-2029.00,Engineering,D006,313054,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1938,13-14-2618,2013-10-14 00:00:00.000,Hanuman Enterprises,168408,756,Timing Belt,2013-10-14 00:00:00.000,INR-9170.00,Engineering,D006,313052,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1939,13-14-2621,2013-10-15 00:00:00.000,Krishna Packers,621000,124,Wooden Box,2013-10-15 00:00:00.000,INR-28126.70,Packing,D016,305100,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1940,13-14-2620,2013-10-14 00:00:00.000,Krishna Packers,621000,123,Wooden Box,2013-10-14 00:00:00.000,INR-25448.76,Packing,D016,305100,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1941,13-14-2599,2013-10-11 00:00:00.000,Krishna Packers,621000,122,Wooden Box,2013-10-11 00:00:00.000,INR-18392.34,Packing,D016,305100,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1942,13-14-2574,2013-10-08 00:00:00.000,Krishna Packers,621000,118,Wooden Box,2013-10-08 00:00:00.000,INR-15709.19,Packing,D016,305100,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1943,13-14-2570,2013-10-07 00:00:00.000,Chawla Timbers,555399,139,Wooden Box,2013-10-07 00:00:00.000,INR-6865.73,Packing,D016,305101,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1944,13-14-2608,2013-10-12 00:00:00.000,Parveen Wood & Stone Traders,20166,217,Wooden Box,2013-10-12 00:00:00.000,INR-28190.26,Packing,D016,305110,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1945,13-14-2573,2013-10-08 00:00:00.000,Parveen Wood & Stone Traders,20166,213,Wooden Box,2013-10-08 00:00:00.000,INR-10768.00,Packing,D016,305110,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1946,13-14-2625,2013-10-15 00:00:00.000,Parveen Wood & Stone Traders,20166,220,Wooden Box,2013-10-15 00:00:00.000,INR-9052.89,Packing,D016,305110,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1947,13-14-2595,2013-10-10 00:00:00.000,Chawla Timbers,555399,141,Wooden Box,2013-10-10 00:00:00.000,INR-15807.14,Packing,D016,305101,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1948,13-14-2592,2013-10-09 00:00:00.000,Chawla Timbers,555399,140,Wooden Box,2013-10-09 00:00:00.000,INR-16440.67,Packing,D016,305101,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1949,13-14-2611,2013-10-12 00:00:00.000,Chawla Timbers,555399,142,Wooden Box,2013-10-12 00:00:00.000,INR-20004.31,Packing,D016,305101,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1950,13-14-2616,2013-10-12 00:00:00.000,Rohit Timber,190178,14902,Wooden Box,2013-10-12 00:00:00.000,INR-49476.50,Packing,D016,305111,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1951,13-14-2593,2013-10-09 00:00:00.000,P.D. Engineering Works,25913,174,Canster Trolley,2013-10-09 00:00:00.000,INR-64394.00,Engineering,D006,311175,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1952,13-14-2609,2013-10-12 00:00:00.000,Industrial Sales Agency,618281,1232,Plastic Tripal,2013-10-12 00:00:00.000,INR-18385.00,Seaming,D018,309677,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1953,13-14-2602,2013-10-11 00:00:00.000,ADR Machine Tools,617975,1783,Trolly Complit,2013-10-11 00:00:00.000,INR-18945.00,Engineering,D006,311174,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1954,13-14-2605,2013-10-12 00:00:00.000,Rajesh Nursery,700710,1575,Anarmi Hase,2013-10-12 00:00:00.000,INR-1300.00,Engineering,D006,311731,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1955,13-14-2532,2013-10-01 00:00:00.000,City Market Departmental Store Pvt. Ltd.,53666,A30167,Ration,2013-10-01 00:00:00.000,INR-23613.00,Marketing,D010,312143,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1956,13-14-2598,2013-10-11 00:00:00.000,SKN Industrial Hosue,635938,740,"Rubber Emrey 4""",2013-10-11 00:00:00.000,INR-100657.00,Engineering,D006,312134,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1957,13-14-2584,2013-10-08 00:00:00.000,SKN Industrial Hosue,635938,719,Rubber Emery,2013-10-08 00:00:00.000,INR-100657.00,Engineering,D006,311117,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1958,13-14-2582,2013-10-08 00:00:00.000,Kewal & Co.,618409,2183,Hession Cloth,2013-10-08 00:00:00.000,INR-18414.00,Packing,D016,300568,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1959,13-14-2583,2013-10-08 00:00:00.000,M.H. Enterprises,621675,6842,Breakfast Suger,2013-10-08 00:00:00.000,INR-7800.00,Accounts,D001,305872,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1960,13-14-2588,2013-10-08 00:00:00.000,S B J SYSTEMS,167656,756,D Link,2013-10-08 00:00:00.000,INR-895.00,EDP,D015,311738,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1961,13-14-2589,2013-10-08 00:00:00.000,J.S. Plastics,618388,353,Pollythine Bag,2013-10-08 00:00:00.000,INR-4809.00,Packing,D016,307307,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1962,13-14-2624,2013-10-15 00:00:00.000,Hanuman Enterprises,168408,760,Tools All Size,2013-10-15 00:00:00.000,INR-7440.00,Engineering,D006,312132,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1963,13-14-2615,2013-10-12 00:00:00.000,Charan Medical Store,620488,5729,"Plaster Tape 3""",2013-10-12 00:00:00.000,INR-4450.00,Stores,D003,311744,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1964,13-14-2601,2013-10-11 00:00:00.000,Lyric Printers,621034,230,Payment Advie,2013-10-11 00:00:00.000,INR-4800.00,Marketing,D010,311740,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1965,13-14-2606,2013-10-12 00:00:00.000,Lyric Printers,621034,231,Sticker File,2013-10-12 00:00:00.000,INR-750.00,Marketing,D010,311740,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1966,13-14-2594,2013-10-10 00:00:00.000,Jindal Trading Corporation,577176,3028,Pipe Fitting Material,2013-10-10 00:00:00.000,INR-55013.68,Engineering,D006,311732,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1967,13-14-2622,2013-10-15 00:00:00.000,Jindal Trading Corporation,577176,3043,"MS Pipe 4""",2013-10-15 00:00:00.000,INR-24720.00,Packing,D016,303876,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1968,13-14-2623,2013-10-15 00:00:00.000,Jindal Trading Corporation,577176,3044,"MS Pipe 3""",2013-10-15 00:00:00.000,INR-57870.09,Packing,D016,305102,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1969,13-14-2600,2013-10-11 00:00:00.000,Jindal Trading Corporation,577176,3033,Pipe Fitting Material,2013-10-11 00:00:00.000,INR-23494.97,Engineering,D006,312136,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1970,13-14-2591,2013-10-09 00:00:00.000,Evergreen Enterprises,97976,382,Electrical Earthing Copper,2013-10-09 00:00:00.000,INR-37495.00,Engineering,D006,311179,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1971,13-14-2567,2013-10-07 00:00:00.000,Mercury Scientific Equipments &Chemicals,166839,7472,Oxalik Acid,2013-10-07 00:00:00.000,INR-1321.00,Finishing,D013,311736,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1972,13-14-2566,2013-10-07 00:00:00.000,Throu-Flex Hose Division,684588,7541,SS Breded Pipe,2013-10-07 00:00:00.000,INR-48006.13,Engineering,D006,311178,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1973,13-14-2571,2013-10-07 00:00:00.000,Haryana Traders,163698,4628,A/4 Size Paper,2013-10-07 00:00:00.000,INR-3027.00,Marketing,D010,311742,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1974,13-14-2572,2013-10-07 00:00:00.000,Ankit Chemicals,67546,1383,Feric Alum,2013-10-07 00:00:00.000,INR-11712.00,Finishing,D013,311734,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1975,13-14-2569,2013-10-07 00:00:00.000,S.D. Traders,618530,4920,Leime Dehradon,2013-10-07 00:00:00.000,INR-3210.00,Finishing,D013,311733,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1976,13-14-2597,2013-10-10 00:00:00.000,Raj Trading Company,555372,7832,Sutli,2013-10-10 00:00:00.000,INR-3517.00,Packing,D016,307308,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
1977,13-14-2581,2013-10-08 00:00:00.000,Baldev Raj Kumar,618011,4301,Cotton Cloth,2013-10-08 00:00:00.000,INR-14694.00,Packing,D016,310388,Oct 16 2013 12:00AM,Purchase,1,2013-10-16 00:00:00.000,0x,0x,0x
